"Region","Species","Cscore","Dispersal_syndrome","Dispersal_unit_type","Photo_pathway","Growth_form","Growth_rate","Plant_lifespan_fac","Propagation_type","Resprout","Woodiness","Drought_tol","Fire_tol","Salt_tol","Shade_tol"
"NY","Arisaema dracontium",7,NA,NA,"c3","forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Arisaema triphyllum",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Aristida dichotoma",3,NA,NA,"c4","graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Aristida longespica",8,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Aristida purpurascens ",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Aristida tuberculosa",7,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Arnica lanceolata ",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Arnoglossum atriplicifolium",10,NA,NA,NA,"forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Aronia arbutifolia",7,NA,NA,"c3","shrub","moderate","perennial",NA,"no","woody","low","medium","low","low"
"NY","Aronia melanocarpa",7,"animal",NA,"c3","shrub",NA,"perennial",NA,"no","woody","high","low",NA,"high"
"NY","Aronia prunifolia",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Artemisia campestris ",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Asarum canadense",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Asclepias amplexicaulis",2,NA,NA,"c3","forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Asclepias exaltata",6,NA,NA,NA,"forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Asclepias incarnata ",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Asclepias purpurascens",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Asclepias quadrifolia",7,NA,NA,NA,"forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Asclepias rubra",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Asclepias syriaca",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Asclepias tuberosa",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Asclepias variegata",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Asclepias verticillata",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Asclepias viridiflora",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Asimina triloba",5,"animal",NA,"c3","tree","slow","perennial",NA,"yes","woody","high","medium","low","high"
"NY","Asplenium bradleyi",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Asplenium montanum",10,NA,NA,NA,"forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Asplenium platyneuron",5,NA,NA,NA,"forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Asplenium rhizophyllum",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Asplenium ruta-muraria",10,"wind","spore","c3","forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Asplenium scolopendrium",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Asplenium trichomanes ",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Astragalus canadensis ",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Astragalus neglectus",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Athyrium filix-femina",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Atriplex dioica",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Atriplex glabriuscula",10,"water","seed","c4","forb",NA,"annual","seed",NA,"herbaceous","low",NA,"high","low"
"NY","Atriplex mucronata",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Aureolaria flava",7,NA,NA,NA,"forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Aureolaria pedicularia",8,NA,NA,NA,"forb",NA,"annual",NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Aureolaria virginica",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Avenella flexuosa",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Azolla cristata",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Baccharis halimifolia",7,NA,NA,NA,"woody","moderate","perennial",NA,"yes","woody","medium","medium","medium","medium"
"NY","Baptisia tinctoria",4,NA,NA,"c3","forb","moderate","perennial",NA,"no","herbaceous","low","medium","low","low"
"NY","Bartonia paniculata ",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Bartonia virginica",7,NA,NA,NA,"forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Berula erecta",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Betula alleghaniensis",7,"wind",NA,"c3","tree","fast","perennial",NA,"yes","woody","medium","low","medium","medium"
"NY","Betula cordifolia",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Betula glandulosa",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Betula lenta",6,"wind",NA,"c3","tree","moderate","perennial",NA,"yes","woody","low","low","low","low"
"NY","Betula minor",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Betula nigra",8,"wind",NA,"c3","tree","fast","perennial",NA,"yes","woody","low","medium","low","low"
"NY","Betula papyrifera",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Betula populifolia",4,"wind",NA,"c3","tree","fast","perennial",NA,"yes","woody","low","medium","low","low"
"NY","Betula pumila",9,"wind",NA,"c3","shrub","moderate","perennial",NA,"no","woody","low","low","low","low"
"NY","Bidens beckii",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Bidens bidentoides",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Bidens bipinnata",0,"animal",NA,"c3","forb",NA,"annual",NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Bidens cernua",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Bidens connata",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Bidens discoidea",8,NA,NA,NA,"forb","fast","annual",NA,"no","herbaceous","medium","low","low","medium"
"NY","Bidens eatonii",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Bidens frondosa",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Bidens laevis",6,NA,NA,NA,"forb","fast","perennial",NA,"no","herbaceous","medium","low","low","medium"
"NY","Bidens trichosperma",10,NA,NA,NA,"forb","fast","annual",NA,"no","herbaceous","medium","low","low","medium"
"NY","Bidens tripartita ",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Bidens vulgata",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Blephilia ciliata",6,"wind",NA,"c3","forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Blephilia hirsuta",6,NA,NA,NA,"forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Boechera canadensis",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Boechera dentata",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Boechera grahamii",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Boechera laevigata",7,NA,NA,NA,"forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Boechera missouriensis",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Boechera stricta",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Boehmeria cylindrica",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Bolboschoenus fluviatilis",4,NA,NA,"c3","graminoid","moderate","perennial",NA,"no","herbaceous","low","medium","low","low"
"NY","Bolboschoenus maritimus ",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Bolboschoenus novae-angliae",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Bolboschoenus robustus",9,NA,NA,"c3","graminoid","fast","perennial",NA,"no","herbaceous","low","medium","high","low"
"NY","Botrychium campestre",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Botrychium dissectum",3,NA,NA,NA,"forb",NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Botrychium lanceolatum",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Botrychium matricariifolium",7,NA,"spore","c3","forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Botrychium minganense",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Botrychium multifidum",3,NA,"spore","c3","forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Botrychium oneidense",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Botrychium rugulosum",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Botrychium simplex",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Botrychium virginianum",8,NA,"spore","c3","forb","moderate","perennial",NA,"no","herbaceous","high","medium","low","high"
"NY","Bouteloua curtipendula",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Brachyelytrum aristosum",7,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Brachyelytrum erectum",6,NA,NA,"c3","graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Brasenia schreberi",8,"water",NA,"c3","forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Bromus ciliatus",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Bromus kalmii",9,NA,NA,"c3","forb","fast","perennial",NA,"no","herbaceous","high","medium","low","high"
"NY","Bromus latiglumis",7,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Bromus nottowayanus",7,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Bromus pubescens",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Buchnera americana",10,"wind",NA,"c3","forb",NA,"annual",NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Bulbostylis capillaris",0,NA,NA,"c4","forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Cakile edentula ",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Calamagrostis canadensis ",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Calamagrostis coarctata",8,NA,NA,NA,"forb","moderate","perennial",NA,"no","herbaceous","low","low","low","low"
"NY","Calamagrostis perplexa",7,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Calamagrostis pickeringii",10,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Calamagrostis porteri ",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Calamagrostis stricta ",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Calla palustris",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Callitriche hermaphroditica",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Callitriche heterophylla ",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Callitriche palustris",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Callitriche terrestris",3,NA,NA,NA,"forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Calopogon tuberosus ",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Caltha palustris",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Calypso bulbosa ",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Calystegia sepium",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Calystegia silvatica ",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Calystegia spithamaea ",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Campanula americana",7,NA,NA,"c3","forb","fast","annual",NA,"no","herbaceous","high","low","low","high"
"NY","Campanula aparinoides",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Campanula rotundifolia",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Cardamine bulbosa",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Cardamine concatenata",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Cardamine diphylla",7,NA,NA,NA,"forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Cardamine douglassii",7,NA,NA,NA,"forb","moderate","perennial",NA,"no","herbaceous","high","medium","low","high"
"NY","Cardamine maxima",6,NA,NA,NA,"forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Cardamine parviflora",7,"multi","seed","c3","forb",NA,"annual",NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Cardamine pensylvanica",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Cardamine pratensis",7,"self","seed","c3","forb",NA,"perennial","seed and vegetative","yes","herbaceous","low","low",NA,"low"
"NY","Cardamine rotundifolia",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Carex abscondita",10,NA,NA,NA,"graminoid","slow","perennial",NA,"no","herbaceous","high","medium","low","high"
"NY","Carex aestivalis",7,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Carex aggregata",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Carex alata",9,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Carex albicans",8,"wind",NA,NA,"graminoid",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Carex albolutescens",7,NA,NA,NA,"graminoid","moderate","perennial",NA,"no","herbaceous","medium","medium","low","medium"
"NY","Carex albursina",8,NA,NA,"c3","graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Carex alopecoidea",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Carex amphibola",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Carex annectens",1,NA,NA,"c3","graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Carex appalachica",6,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Carex aquatilis",9,"water","seed","c3","graminoid","moderate","perennial",NA,"no","herbaceous","low","medium","low","low"
"NY","Carex arcta",10,NA,NA,"c3","graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Carex arctata",7,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Carex argyrantha",7,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Carex atherodes",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Carex atlantica ",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Carex atratiformis",10,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Carex aurea",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Carex backii",8,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Carex baileyi",6,NA,NA,NA,"graminoid","moderate","perennial",NA,"no","herbaceous","high","medium","low","high"
"NY","Carex barrattii",10,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Carex bebbii",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Carex bicknellii",5,NA,NA,NA,"forb","moderate","perennial",NA,"no","herbaceous","high","medium","low","high"
"NY","Carex bigelowii ",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Carex blanda",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Carex brevior",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Carex bromoides ",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Carex brunnescens",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Carex bullata",9,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Carex bushii",2,NA,NA,NA,"graminoid","slow","perennial",NA,"no","herbaceous","medium","medium","low","medium"
"NY","Carex buxbaumii",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Carex canescens ",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Carex capillaris",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Carex careyana",8,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Carex caroliniana",10,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Carex castanea",7,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Carex cephaloidea",4,NA,NA,NA,"graminoid",NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Carex cephalophora",5,NA,NA,NA,"graminoid","moderate","perennial",NA,"no","herbaceous","medium","medium","low","medium"
"NY","Carex chordorrhiza",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Carex collinsii",10,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Carex communis ",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Carex comosa",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Carex conjuncta",5,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Carex conoidea",2,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Carex crawei",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Carex crawfordii",4,NA,"fruit","c3","graminoid",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Carex crinita ",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Carex cristatella",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Carex cryptolepis",8,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Carex cumulata",6,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Carex davisii",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Carex debilis ",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Carex decomposita",10,NA,NA,NA,"graminoid","fast","perennial",NA,"no","herbaceous","high","medium","low","high"
"NY","Carex deflexa ",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Carex deweyana ",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Carex diandra",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Carex digitalis ",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Carex disperma",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Carex eburnea",8,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Carex echinata ",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Carex emoryi",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Carex exilis",10,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Carex festucacea",3,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Carex flava",4,"water","seed","c3","graminoid",NA,"perennial",NA,NA,"herbaceous","low",NA,NA,"low"
"NY","Carex foenea",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Carex folliculata",7,NA,NA,"c3","graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Carex formosa",5,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Carex frankii",1,NA,NA,NA,"graminoid","slow","perennial",NA,"no","herbaceous","high","medium","low","high"
"NY","Carex garberi",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Carex glaucodea",6,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Carex gracilescens",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Carex gracillima",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Carex granularis",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Carex grayi",7,NA,NA,NA,"graminoid","slow","perennial",NA,"no","herbaceous","high","medium","low","high"
"NY","Carex grisea",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Carex gynandra",3,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Carex gynocrates",10,NA,NA,"c3","graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Carex haydenii",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Carex hirsutella",2,"wind",NA,NA,"graminoid",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Carex hirtifolia",5,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Carex hitchcockiana",8,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Carex hormathodes",9,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Carex houghtoniana",5,NA,NA,NA,"forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Carex hystericina",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Carex interior",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Carex intumescens",7,NA,NA,"c3","graminoid","moderate","perennial",NA,"no","herbaceous","high","medium","low","high"
"NY","Carex jamesii",7,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Carex lacustris",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Carex laevivaginata",7,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Carex lasiocarpa",9,"water","seed","c3","graminoid",NA,"perennial","vegetative",NA,"herbaceous","low",NA,NA,"low"
"NY","Carex laxiculmis ",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Carex lenticularis",7,NA,NA,NA,"graminoid","moderate","perennial",NA,"no","herbaceous","medium","medium","low","medium"
"NY","Carex leptalea",8,NA,NA,"c3","graminoid","moderate","perennial",NA,"no","herbaceous","high","medium","low","high"
"NY","Carex leptonervia",7,NA,NA,"c3","graminoid","moderate","perennial",NA,"no","herbaceous","high","medium","low","high"
"NY","Carex limosa",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Carex livida",10,NA,NA,"c3","graminoid","moderate","perennial",NA,"no","herbaceous","low","low",NA,"low"
"NY","Carex longii",5,NA,NA,NA,"forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Carex lucorum",6,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Carex lupuliformis",9,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Carex lupulina",7,NA,NA,NA,"graminoid","moderate","perennial",NA,"no","herbaceous","medium","medium","low","medium"
"NY","Carex lurida",4,NA,NA,NA,"graminoid","moderate","perennial",NA,"no","herbaceous","medium","medium","low","medium"
"NY","Carex magellanica ",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Carex meadii",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Carex merritt-fernaldii",5,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Carex mesochorea",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Carex michauxiana",10,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Carex mitchelliana",10,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Carex molesta",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
